description,image,link,words,lemmatized_words,filtered_lemmatized_words,features,cluster
Sri lakshmi Beverages Nannari Sharbath  100 Natural Sarasparilla  Forest Nannari Roots  850ML Bottle Sugandhi syrup,https://m.media-amazon.com/images/I/71iMvoetthL._AC_UL320_.jpg,https://www.amazon.in/Sri-lakshmi-Beverages-Sharbath-Sarasparilla/dp/B0BY3D5Y73/ref=sr_1_7092?qid=1679216460&s=grocery&sr=1-7092,"['Sri', 'lakshmi', 'Beverages', 'Nannari', 'Sharbath', '100', 'Natural', 'Sarasparilla', 'Forest', 'Nannari', 'Roots', '850ML', 'Bottle', 'Sugandhi', 'syrup']","['Sri', 'lakshmi', 'Beverages', 'Nannari', 'Sharbath', '100', 'Natural', 'Sarasparilla', 'Forest', 'Nannari', 'Roots', '850ML', 'Bottle', 'Sugandhi', 'syrup']","['Sri', 'lakshmi', 'Beverages', 'Nannari', 'Sharbath', '100', 'Natural', 'Sarasparilla', 'Forest', 'Nannari', 'Roots', '850ML', 'Bottle', 'Sugandhi', 'syrup']","[14, 3, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 15, 1, 0, 1, 5, 0, 2, 4, 6, 0, 1, 5, 1, 5, 4, 2, 0, 10, 6, 6, 3, 1, 0, 0, 1, 0]",5
Organic Wellness Ayush Kwath 100 Gram Loose Tin  Immunity Booster,https://m.media-amazon.com/images/I/81E9QHnC8OL._AC_UL320_.jpg,https://www.amazon.in/Organic-Wellness-Ayush-Immunity-Booster/dp/B08FMWFB65/ref=sr_1_5162?qid=1679216423&s=grocery&sr=1-5162,"['Organic', 'Wellness', 'Ayush', 'Kwath', '100', 'Gram', 'Loose', 'Tin', 'Immunity', 'Booster']","['Organic', 'Wellness', 'Ayush', 'Kwath', '100', 'Gram', 'Loose', 'Tin', 'Immunity', 'Booster']","['Organic', 'Wellness', 'Ayush', 'Kwath', '100', 'Gram', 'Loose', 'Tin', 'Immunity', 'Booster']","[9, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 4, 0, 1, 2, 3, 0, 0, 2, 3, 4, 4, 0, 0, 3, 5, 3, 2, 0, 1, 0, 2, 0]",4
CocaCola Original Taste Soft Drink PET Bottle 225 L,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81kx2IPueEL._AC_UL320_.jpg,https://www.amazon.in/Coca-Cola-Pet-Bottle-2-25L/dp/B01M12M26K/ref=sr_1_229_f3_0g_fs?qid=1679216338&s=grocery&sr=1-229,"['CocaCola', 'Original', 'Taste', 'Soft', 'Drink', 'PET', 'Bottle', '225', 'L']","['CocaCola', 'Original', 'Taste', 'Soft', 'Drink', 'PET', 'Bottle', '225', 'L']","['CocaCola', 'Original', 'Taste', 'Soft', 'Drink', 'PET', 'Bottle', '225', 'L']","[8, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 2, 1, 1, 0, 3, 0, 1, 3, 0, 2, 4, 0, 0, 2, 1, 4, 0, 0, 0, 0, 0, 0]",0
Sidapur Ground Espresso Bold  Roasted  Ground Espresso Coffee  500g,https://m.media-amazon.com/images/I/61PnGborYYL._AC_UL320_.jpg,https://www.amazon.in/Sidapur-Ground-Espresso-Bold-Roasted/dp/B018RYOOQQ/ref=sr_1_7038?qid=1679216459&s=grocery&sr=1-7038,"['Sidapur', 'Ground', 'Espresso', 'Bold', 'Roasted', 'Ground', 'Espresso', 'Coffee', '500g']","['Sidapur', 'Ground', 'Espresso', 'Bold', 'Roasted', 'Ground', 'Espresso', 'Coffee', '500g']","['Sidapur', 'Ground', 'Espresso', 'Bold', 'Roasted', 'Ground', 'Espresso', 'Coffee', '500g']","[8, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 5, 2, 1, 0, 1, 0, 0, 1, 0, 2, 7, 3, 0, 5, 7, 1, 3, 0, 0, 0, 0, 0]",9
Karma Kettle Nirvana In My Teacup  Assorted Wellness Tea Gift Box,https://m.media-amazon.com/images/I/81KmWpk6pTL._AC_UL320_.jpg,https://www.amazon.in/Karma-Kettle-Nirvana-My-Teacup/dp/B09XDNM15X/ref=sr_1_7041?qid=1679216459&s=grocery&sr=1-7041,"['Karma', 'Kettle', 'Nirvana', 'In', 'My', 'Teacup', 'Assorted', 'Wellness', 'Tea', 'Gift', 'Box']","['Karma', 'Kettle', 'Nirvana', 'In', 'My', 'Teacup', 'Assorted', 'Wellness', 'Tea', 'Gift', 'Box']","['Karma', 'Kettle', 'Nirvana', 'Teacup', 'Assorted', 'Wellness', 'Tea', 'Gift', 'Box']","[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 6, 0, 1, 1, 7, 1, 0, 0, 2, 0, 0, 3, 1, 2, 2, 1, 0, 3, 4, 4, 1, 1, 0, 1, 0, 0]",9
Hindraj Masala Chai  Flavoured Masala Tea  Spiced Tea With Premium Ingredients Like Fennel Black Pepper Cardamom Ging,https://m.media-amazon.com/images/I/51hwhee1zrL._AC_UL320_.jpg,https://www.amazon.in/Hindraj-Flavoured-Natural-Cardamom-Cinnamon/dp/B09VL3MS8D/ref=sr_1_4746?qid=1679216415&s=grocery&sr=1-4746,"['Hindraj', 'Masala', 'Chai', 'Flavoured', 'Masala', 'Tea', 'Spiced', 'Tea', 'With', 'Premium', 'Ingredients', 'Like', 'Fennel', 'Black', 'Pepper', 'Cardamom', 'Ging']","['Hindraj', 'Masala', 'Chai', 'Flavoured', 'Masala', 'Tea', 'Spiced', 'Tea', 'With', 'Premium', 'Ingredients', 'Like', 'Fennel', 'Black', 'Pepper', 'Cardamom', 'Ging']","['Hindraj', 'Masala', 'Chai', 'Flavoured', 'Masala', 'Tea', 'Spiced', 'Tea', 'Premium', 'Ingredients', 'Like', 'Fennel', 'Black', 'Pepper', 'Cardamom', 'Ging']","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 2, 1, 1, 1, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 14, 0, 2, 5, 12, 0, 2, 1, 7, 1, 2, 5, 4, 6, 2, 3, 0, 6, 3, 1, 2, 1, 0, 0, 0, 0]",5
Vimto Fruit Cordial 710 ml,https://m.media-amazon.com/images/I/71O9UfpjMiL._AC_UL320_.jpg,https://www.amazon.in/Vimto-Fruit-Cordial-710g/dp/B003R60PHC/ref=sr_1_1142?qid=1679216352&s=grocery&sr=1-1142,"['Vimto', 'Fruit', 'Cordial', '710', 'ml']","['Vimto', 'Fruit', 'Cordial', '710', 'ml']","['Vimto', 'Fruit', 'Cordial', '710', 'ml']","[4, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 2, 2, 0, 2, 0, 0, 2, 0, 2, 1, 0, 0, 0, 0, 0]",3
Mapro Raw Mango Crush 750ml,https://m.media-amazon.com/images/I/71iMTAxqTpL._AC_UL320_.jpg,https://www.amazon.in/Mapro-Raw-Mango-Crush-750ml/dp/B00UTIFCXI/ref=sr_1_1151?qid=1679216352&s=grocery&sr=1-1151,"['Mapro', 'Raw', 'Mango', 'Crush', '750ml']","['Mapro', 'Raw', 'Mango', 'Crush', '750ml']","['Mapro', 'Raw', 'Mango', 'Crush', '750ml']","[4, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 1, 0, 1, 0, 1, 0, 0, 0]",3
cocktailqueen Cocktail Mix Chili Lime Margarita Salt  Blue Hawaiian Salt 100 g Each  Combo of 2,https://m.media-amazon.com/images/I/71S6T6EPFwL._AC_UL320_.jpg,https://www.amazon.in/cocktailqueen-Cocktail-Chili-Margarita-Hawaiian/dp/B09PYNZVWW/ref=sr_1_3622?qid=1679216395&s=grocery&sr=1-3622,"['cocktailqueen', 'Cocktail', 'Mix', 'Chili', 'Lime', 'Margarita', 'Salt', 'Blue', 'Hawaiian', 'Salt', '100', 'g', 'Each', 'Combo', 'of', '2']","['cocktailqueen', 'Cocktail', 'Mix', 'Chili', 'Lime', 'Margarita', 'Salt', 'Blue', 'Hawaiian', 'Salt', '100', 'g', 'Each', 'Combo', 'of', '2']","['cocktailqueen', 'Cocktail', 'Mix', 'Chili', 'Lime', 'Margarita', 'Salt', 'Blue', 'Hawaiian', 'Salt', '100', 'g', 'Combo', '2']","[13, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 10, 1, 3, 0, 4, 0, 2, 1, 9, 0, 2, 6, 2, 2, 4, 0, 1, 2, 0, 5, 2, 0, 1, 1, 0, 0]",7
Krishnas Papaya Leaf Juice  500 ml Pack of 2 Fresh Papaya Leaves Helps to boost platelets count,https://m.media-amazon.com/images/I/71DVzFQHxuL._AC_UL320_.jpg,https://www.amazon.in/Krishnas-Herbal-Ayurveda-Papaya-Juice/dp/B07QHXS31H/ref=sr_1_3074?qid=1679216388&s=grocery&sr=1-3074,"['Krishnas', 'Papaya', 'Leaf', 'Juice', '500', 'ml', 'Pack', 'of', '2', 'Fresh', 'Papaya', 'Leaves', 'Helps', 'to', 'boost', 'platelets', 'count']","['Krishnas', 'Papaya', 'Leaf', 'Juice', '500', 'ml', 'Pack', 'of', '2', 'Fresh', 'Papaya', 'Leaves', 'Helps', 'to', 'boost', 'platelet', 'count']","['Krishnas', 'Papaya', 'Leaf', 'Juice', '500', 'ml', 'Pack', '2', 'Fresh', 'Papaya', 'Leaves', 'Helps', 'boost', 'platelet', 'count']","[14, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 3, 0, 8, 1, 0, 2, 2, 0, 1, 4, 1, 2, 3, 4, 0, 2, 6, 4, 2, 1, 0, 0, 2, 0]",7
Forever Bright ALOE PEACHES TRIPAK  3X330ML TETRA Juice,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71GqHlfoAkL._AC_UL320_.jpg,https://www.amazon.in/Forever-Bright-ALOE-PEACHES-TRIPAK/dp/B0BDGMBLJK/ref=sr_1_7199?qid=1679216462&s=grocery&sr=1-7199,"['Forever', 'Bright', 'ALOE', 'PEACHES', 'TRIPAK', '3X330ML', 'TETRA', 'Juice']","['Forever', 'Bright', 'ALOE', 'PEACHES', 'TRIPAK', '3X330ML', 'TETRA', 'Juice']","['Forever', 'Bright', 'ALOE', 'PEACHES', 'TRIPAK', '3X330ML', 'TETRA', 'Juice']","[7, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 4, 1, 1, 0, 4, 1, 0, 1, 1, 1, 1, 2, 1, 0, 1, 2, 0, 2, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 1, 1, 0, 0, 0, 0]",3
Beehive Honey and Orange Tea Concentrates 350 gm,https://m.media-amazon.com/images/I/71q2FGaCecL._AC_UL320_.jpg,https://www.amazon.in/Beehive-Honey-Orange-Tea-Concentrates/dp/B0BJDD8K4V/ref=sr_1_7205?qid=1679216464&s=grocery&sr=1-7205,"['Beehive', 'Honey', 'and', 'Orange', 'Tea', 'Concentrates', '350', 'gm']","['Beehive', 'Honey', 'and', 'Orange', 'Tea', 'Concentrates', '350', 'gm']","['Beehive', 'Honey', 'Orange', 'Tea', 'Concentrates', '350', 'gm']","[6, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 8, 0, 2, 1, 1, 0, 0, 0, 1, 4, 2, 0, 0, 2, 1, 2, 0, 1, 0, 0, 1, 0]",9
PRAKASH SUPER TEA,https://m.media-amazon.com/images/I/71Qnf9kgWDL._AC_UL320_.jpg,https://www.amazon.in/PRAKASH-TEA-SUPER/dp/B08V13S3JB/ref=sr_1_4628?qid=1679216412&s=grocery&sr=1-4628,"['PRAKASH', 'SUPER', 'TEA']","['PRAKASH', 'SUPER', 'TEA']","['PRAKASH', 'SUPER', 'TEA']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Karma Kettle Masala Tea Unbleached and StapleFree 25 Teabags,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61E78WnO0eS._AC_UL320_.jpg,https://www.amazon.in/Karma-Kettle-Unbleached-Staple-Free-Teabags/dp/B0946P4TJ2/ref=sr_1_8890?qid=1679216488&s=grocery&sr=1-8890,"['Karma', 'Kettle', 'Masala', 'Tea', 'Unbleached', 'and', 'StapleFree', '25', 'Teabags']","['Karma', 'Kettle', 'Masala', 'Tea', 'Unbleached', 'and', 'StapleFree', '25', 'Teabags']","['Karma', 'Kettle', 'Masala', 'Tea', 'Unbleached', 'StapleFree', '25', 'Teabags']","[7, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 10, 2, 1, 1, 9, 0, 1, 1, 0, 0, 0, 4, 1, 1, 0, 1, 0, 2, 2, 3, 0, 0, 0, 0, 0, 0]",9
FRESH  HONEST Awake Filter Coffee Powder 70 30 Blend 200g,https://m.media-amazon.com/images/I/61FQFw35aJL._AC_UL320_.jpg,https://www.amazon.in/FRESH-HONEST-Filter-Coffee-Powder/dp/B0B9Y46XT4/ref=sr_1_1172?qid=1679216354&s=grocery&sr=1-1172,"['FRESH', 'HONEST', 'Awake', 'Filter', 'Coffee', 'Powder', '70', '30', 'Blend', '200g']","['FRESH', 'HONEST', 'Awake', 'Filter', 'Coffee', 'Powder', '70', '30', 'Blend', '200g']","['FRESH', 'HONEST', 'Awake', 'Filter', 'Coffee', 'Powder', '70', '30', 'Blend', '200g']","[9, 4, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 6, 2, 1, 0, 1, 0, 1, 2, 0, 1, 2, 0, 0, 2, 0, 1, 0, 0, 2, 0, 0, 0]",9
PNC Quality bazar Mulethi Stick Licorice Root Yashtimadhu Sweet Troot for throat 500g,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61DXlT9ClWL._AC_UL320_.jpg,https://www.amazon.in/PNC-Quality-bazar-Licorice-Yashtimadhu/dp/B09X7DVB1B/ref=sr_1_5500?qid=1679216429&s=grocery&sr=1-5500,"['PNC', 'Quality', 'bazar', 'Mulethi', 'Stick', 'Licorice', 'Root', 'Yashtimadhu', 'Sweet', 'Troot', 'for', 'throat', '500g']","['PNC', 'Quality', 'bazar', 'Mulethi', 'Stick', 'Licorice', 'Root', 'Yashtimadhu', 'Sweet', 'Troot', 'for', 'throat', '500g']","['PNC', 'Quality', 'bazar', 'Mulethi', 'Stick', 'Licorice', 'Root', 'Yashtimadhu', 'Sweet', 'Troot', 'throat', '500g']","[11, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 0, 0, 0, 1, 0, 6, 1, 3, 1, 4, 0, 1, 4, 6, 0, 1, 2, 1, 0, 6, 0, 0, 4, 1, 9, 3, 0, 1, 0, 1, 1]",4
RAGE COFFEE Instant Coffee Combo Pack of 2  Butterscotch Delight  Irish Hazelnut Flavoured Instant Coffee 50gms each ma,https://m.media-amazon.com/images/I/51ycrK0AMqL._AC_UL320_.jpg,https://www.amazon.in/RAGE-COFFEE-Instant-Coffee-Combo/dp/B0BRSBYVY6/ref=sr_1_3089?qid=1679216388&s=grocery&sr=1-3089,"['RAGE', 'COFFEE', 'Instant', 'Coffee', 'Combo', 'Pack', 'of', '2', 'Butterscotch', 'Delight', 'Irish', 'Hazelnut', 'Flavoured', 'Instant', 'Coffee', '50gms', 'each', 'ma']","['RAGE', 'COFFEE', 'Instant', 'Coffee', 'Combo', 'Pack', 'of', '2', 'Butterscotch', 'Delight', 'Irish', 'Hazelnut', 'Flavoured', 'Instant', 'Coffee', '50gms', 'each', 'ma']","['RAGE', 'COFFEE', 'Instant', 'Coffee', 'Combo', 'Pack', '2', 'Butterscotch', 'Delight', 'Irish', 'Hazelnut', 'Flavoured', 'Instant', 'Coffee', '50gms']","[14, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 4, 1, 3, 3, 1, 1, 3, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 3, 1, 8, 4, 2, 3, 2, 0, 1, 3, 2, 5, 6, 0, 0, 3, 5, 9, 3, 1, 0, 0, 0, 1]",6
The Indian Chai  Chocolate Caramel Tea 100g with for Cocoa Powder Caramel Powder etc for Relieving Stress Boosts Brain ,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/814ZBFK3jdL._AC_UL320_.jpg,https://www.amazon.in/Indian-Chai-Chocolate-Caramel-100g/dp/B07KCCMCPC/ref=sr_1_5039?qid=1679216420&s=grocery&sr=1-5039,"['The', 'Indian', 'Chai', 'Chocolate', 'Caramel', 'Tea', '100g', 'with', 'for', 'Cocoa', 'Powder', 'Caramel', 'Powder', 'etc', 'for', 'Relieving', 'Stress', 'Boosts', 'Brain']","['The', 'Indian', 'Chai', 'Chocolate', 'Caramel', 'Tea', '100g', 'with', 'for', 'Cocoa', 'Powder', 'Caramel', 'Powder', 'etc', 'for', 'Relieving', 'Stress', 'Boosts', 'Brain']","['Indian', 'Chai', 'Chocolate', 'Caramel', 'Tea', '100g', 'Cocoa', 'Powder', 'Caramel', 'Powder', 'etc', 'Relieving', 'Stress', 'Boosts', 'Brain']","[14, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 10, 0, 3, 3, 10, 0, 2, 2, 5, 0, 0, 4, 2, 4, 8, 0, 0, 6, 4, 4, 0, 1, 2, 0, 0, 0]",6
Maltwin Nutrition Health Drink for kids  100 Malted Barley Higher Protein Active ImmunoNutrients for Growth  Immunit,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/815sY-St6mL._AC_UL320_.jpg,https://www.amazon.in/Maltwin-Chocolate-Bourbon-Health-Nutrition/dp/B07HGZ9XCN/ref=sr_1_2922?qid=1679216385&s=grocery&sr=1-2922,"['Maltwin', 'Nutrition', 'Health', 'Drink', 'for', 'kids', '100', 'Malted', 'Barley', 'Higher', 'Protein', 'Active', 'ImmunoNutrients', 'for', 'Growth', 'Immunit']","['Maltwin', 'Nutrition', 'Health', 'Drink', 'for', 'kid', '100', 'Malted', 'Barley', 'Higher', 'Protein', 'Active', 'ImmunoNutrients', 'for', 'Growth', 'Immunit']","['Maltwin', 'Nutrition', 'Health', 'Drink', 'kid', '100', 'Malted', 'Barley', 'Higher', 'Protein', 'Active', 'ImmunoNutrients', 'Growth', 'Immunit']","[13, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 2, 2, 0, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 2, 7, 0, 1, 3, 10, 0, 2, 4, 4, 7, 4, 0, 0, 7, 1, 11, 4, 1, 2, 0, 1, 0]",8
Sofit SOYA Milk Sugar Free 200ml Pack of 10,https://m.media-amazon.com/images/I/51aUUprKcNL._AC_UL320_.jpg,https://www.amazon.in/Sofit-SOYA-Milk-Sugar-200ml/dp/B089898YGF/ref=sr_1_4772?qid=1679216416&s=grocery&sr=1-4772,"['Sofit', 'SOYA', 'Milk', 'Sugar', 'Free', '200ml', 'Pack', 'of', '10']","['Sofit', 'SOYA', 'Milk', 'Sugar', 'Free', '200ml', 'Pack', 'of', '10']","['Sofit', 'SOYA', 'Milk', 'Sugar', 'Free', '200ml', 'Pack', '10']","[7, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 2, 1, 1, 0, 2, 0, 2, 2, 1, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0]",3
Barista Coffee Instant Coffee Coffee Powder Gold Blend Instant Coffee Powder Rich  Smooth Coffee Powder Make Hot Cof,https://m.media-amazon.com/images/I/61B1clb21UL._AC_UL320_.jpg,https://www.amazon.in/Barista-Coffee-Instant-Powder-Smooth/dp/B0BTPBF433/ref=sr_1_1723?qid=1679216365&s=grocery&sr=1-1723,"['Barista', 'Coffee', 'Instant', 'Coffee', 'Coffee', 'Powder', 'Gold', 'Blend', 'Instant', 'Coffee', 'Powder', 'Rich', 'Smooth', 'Coffee', 'Powder', 'Make', 'Hot', 'Cof']","['Barista', 'Coffee', 'Instant', 'Coffee', 'Coffee', 'Powder', 'Gold', 'Blend', 'Instant', 'Coffee', 'Powder', 'Rich', 'Smooth', 'Coffee', 'Powder', 'Make', 'Hot', 'Cof']","['Barista', 'Coffee', 'Instant', 'Coffee', 'Coffee', 'Powder', 'Gold', 'Blend', 'Instant', 'Coffee', 'Powder', 'Rich', 'Smooth', 'Coffee', 'Powder', 'Make', 'Hot', 'Cof']","[17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 0, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 5, 15, 11, 0, 2, 2, 0, 1, 2, 1, 5, 13, 0, 0, 4, 3, 7, 0, 0, 3, 0, 0, 0]",6
Eat SoyaBE SMART EAT SMART Soya Drink Powder 400g PlantBased  Vegan Milk Alternative NonGMO  46 Protein,https://m.media-amazon.com/images/I/71RIi-jh9tL._AC_UL320_.jpg,https://www.amazon.in/Soya-Instant-Powder-400gm-Sugar/dp/B07CN72Z99/ref=sr_1_8323?qid=1679216478&s=grocery&sr=1-8323,"['Eat', 'SoyaBE', 'SMART', 'EAT', 'SMART', 'Soya', 'Drink', 'Powder', '400g', 'PlantBased', 'Vegan', 'Milk', 'Alternative', 'NonGMO', '46', 'Protein']","['Eat', 'SoyaBE', 'SMART', 'EAT', 'SMART', 'Soya', 'Drink', 'Powder', '400g', 'PlantBased', 'Vegan', 'Milk', 'Alternative', 'NonGMO', '46', 'Protein']","['Eat', 'SoyaBE', 'SMART', 'EAT', 'SMART', 'Soya', 'Drink', 'Powder', '400g', 'PlantBased', 'Vegan', 'Milk', 'Alternative', 'NonGMO', '46', 'Protein']","[15, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 4, 2, 0, 1, 3, 0, 1, 0, 0, 0, 0, 0, 4, 1, 1, 3, 0, 2, 4, 3, 0, 1, 0, 0, 0, 0, 7, 0, 0, 2, 6, 0, 2, 0, 4, 0, 2, 3, 0, 6, 5, 0, 0, 4, 1, 5, 0, 1, 1, 0, 2, 0]",7
TEACURRY Belly Fat Tea 1 Month Pack 30 Tea Bags  Helps with Belly Fat Water Weight Bloating,https://m.media-amazon.com/images/I/61MtZvpdXXL._AC_UL320_.jpg,https://www.amazon.in/Belly-Fat-Month-Pack-Bags/dp/B09V144TBV/ref=sr_1_340?qid=1679216340&s=grocery&sr=1-340,"['TEACURRY', 'Belly', 'Fat', 'Tea', '1', 'Month', 'Pack', '30', 'Tea', 'Bags', 'Helps', 'with', 'Belly', 'Fat', 'Water', 'Weight', 'Bloating']","['TEACURRY', 'Belly', 'Fat', 'Tea', '1', 'Month', 'Pack', '30', 'Tea', 'Bags', 'Helps', 'with', 'Belly', 'Fat', 'Water', 'Weight', 'Bloating']","['TEACURRY', 'Belly', 'Fat', 'Tea', '1', 'Month', 'Pack', '30', 'Tea', 'Bags', 'Helps', 'Belly', 'Fat', 'Water', 'Weight', 'Bloating']","[15, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 4, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 3, 1, 0, 2, 0, 1, 0, 8, 0, 1, 0, 7, 0, 3, 2, 2, 0, 1, 6, 0, 2, 2, 1, 0, 1, 2, 6, 0, 0, 0, 0, 2, 0]",7
Spice Sip  Natural Immunity Booster Wellness Tea for All Adults Kids  Turmeric Cinnamon Black Pepper Spices  Pack of 9,https://m.media-amazon.com/images/I/81C1lLbPAtL._AC_UL320_.jpg,https://www.amazon.in/SpiceSip-Natural-Immunity-Cinnamon-Turmeric/dp/B07QV8S2CX/ref=sr_1_6735?qid=1679216452&s=grocery&sr=1-6735,"['Spice', 'Sip', 'Natural', 'Immunity', 'Booster', 'Wellness', 'Tea', 'for', 'All', 'Adults', 'Kids', 'Turmeric', 'Cinnamon', 'Black', 'Pepper', 'Spices', 'Pack', 'of', '9']","['Spice', 'Sip', 'Natural', 'Immunity', 'Booster', 'Wellness', 'Tea', 'for', 'All', 'Adults', 'Kids', 'Turmeric', 'Cinnamon', 'Black', 'Pepper', 'Spices', 'Pack', 'of', '9']","['Spice', 'Sip', 'Natural', 'Immunity', 'Booster', 'Wellness', 'Tea', 'Adults', 'Kids', 'Turmeric', 'Cinnamon', 'Black', 'Pepper', 'Spices', 'Pack', '9']","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 3, 2, 0, 0, 1, 0, 0, 0, 6, 0, 5, 2, 9, 0, 0, 0, 7, 0, 2, 5, 4, 5, 3, 5, 0, 5, 6, 4, 4, 0, 0, 0, 1, 0]",8
